id,timestamp,Hum,Temp,N,P,K,pH,EC,OC_est,Label_KMeans
1489,2026-05-15 13:19:25,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1490,2026-05-15 13:19:32,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1491,2026-05-15 13:19:38,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1492,2026-05-15 13:19:44,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1493,2026-05-15 13:19:50,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1494,2026-05-15 13:19:58,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1495,2026-05-15 13:20:04,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1496,2026-05-15 13:20:10,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1497,2026-05-15 13:20:16,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1498,2026-05-15 13:20:22,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1499,2026-05-15 13:20:28,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1500,2026-05-15 13:20:35,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1501,2026-05-15 13:20:40,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1502,2026-05-15 13:20:47,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1503,2026-05-15 13:20:53,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1504,2026-05-15 13:20:59,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1505,2026-05-15 13:21:06,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1506,2026-05-15 13:21:12,100.0,38.2,13,77,69,7.2,249,0.548685,Subur
1507,2026-05-15 13:21:18,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1508,2026-05-15 13:21:24,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1509,2026-05-15 13:21:30,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1510,2026-05-15 13:21:36,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1511,2026-05-15 13:21:42,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1512,2026-05-15 13:21:48,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1513,2026-05-15 13:21:54,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1514,2026-05-15 13:22:00,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1515,2026-05-15 13:22:06,100.0,38.2,13,76,69,7.2,248,0.548685,Subur
1516,2026-05-15 13:22:12,100.0,38.2,13,76,68,7.2,247,0.548685,Subur
1522,2026-05-15 13:22:52,100.0,34.3,17,86,79,6.7,268,0.566616,Subur
1523,2026-05-15 13:22:58,100.0,34.8,17,86,79,6.8,269,0.563302,Subur
1524,2026-05-15 13:23:04,100.0,34.8,18,87,80,6.8,271,0.563643,Subur
1525,2026-05-15 13:23:11,100.0,34.9,18,88,81,6.8,272,0.563643,Subur
1526,2026-05-15 13:23:17,100.0,34.9,18,88,81,6.8,272,0.563643,Subur
1527,2026-05-15 13:23:22,100.0,34.9,18,88,81,6.8,272,0.563643,Subur
1528,2026-05-15 13:23:29,100.0,34.9,18,88,81,6.9,273,0.560329,Subur
1529,2026-05-15 13:23:35,100.0,34.8,18,89,82,6.9,274,0.560329,Subur
1530,2026-05-15 13:23:41,100.0,34.8,18,89,82,6.9,274,0.560329,Subur
1531,2026-05-15 13:23:48,100.0,34.8,18,89,82,6.9,274,0.560329,Subur
1532,2026-05-15 13:23:54,100.0,34.8,18,89,82,6.9,274,0.560329,Subur
1533,2026-05-15 13:24:00,100.0,34.8,18,89,82,6.9,274,0.560329,Subur
1534,2026-05-15 13:24:06,100.0,34.8,18,89,82,6.9,274,0.560329,Subur
1535,2026-05-15 13:24:12,100.0,34.8,18,89,82,6.9,274,0.560329,Subur
1536,2026-05-15 13:24:18,100.0,34.8,18,89,82,6.9,275,0.560329,Subur
1537,2026-05-15 13:24:24,100.0,34.8,18,89,82,6.9,275,0.560329,Subur
1538,2026-05-15 13:24:30,100.0,34.8,18,89,82,6.9,275,0.560329,Subur
1539,2026-05-15 13:24:36,100.0,34.8,19,90,82,6.9,276,0.560669,Subur
1540,2026-05-15 13:24:43,100.0,34.8,18,89,82,6.9,275,0.560329,Subur
1541,2026-05-15 13:24:49,100.0,34.8,19,90,82,6.9,276,0.560669,Subur
1542,2026-05-15 13:24:55,100.0,34.8,19,90,82,6.9,276,0.560669,Subur
1543,2026-05-15 13:25:01,100.0,34.8,19,90,82,6.9,276,0.560669,Subur
1544,2026-05-15 13:25:07,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1545,2026-05-15 13:25:13,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1546,2026-05-15 13:25:19,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1547,2026-05-15 13:25:25,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1548,2026-05-15 13:25:31,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1549,2026-05-15 13:25:37,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1550,2026-05-15 13:25:44,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1551,2026-05-15 13:25:50,100.0,34.8,19,90,83,6.9,277,0.560669,Subur
1552,2026-05-15 13:25:56,100.0,34.8,19,91,83,6.9,278,0.560669,Subur
1553,2026-05-15 13:26:03,100.0,34.8,19,91,83,7.0,278,0.557356,Subur
1554,2026-05-15 13:26:09,100.0,34.8,19,91,84,7.0,279,0.557356,Subur
1555,2026-05-15 13:26:15,100.0,34.8,19,91,83,6.9,278,0.560669,Subur
1556,2026-05-15 13:26:21,100.0,34.8,19,91,83,7.0,278,0.557356,Subur
1557,2026-05-15 13:26:27,100.0,34.8,19,91,83,7.0,278,0.557356,Subur
1558,2026-05-15 13:26:33,100.0,34.8,19,91,83,7.0,278,0.557356,Subur
1559,2026-05-15 13:26:39,100.0,34.8,19,91,83,7.0,278,0.557356,Subur
1560,2026-05-15 13:26:46,100.0,34.8,19,91,84,7.0,279,0.557356,Subur
1561,2026-05-15 13:26:52,100.0,34.8,19,91,84,7.0,279,0.557356,Subur
1562,2026-05-15 13:26:58,100.0,34.7,19,91,84,7.0,279,0.557356,Subur
1563,2026-05-15 13:27:04,100.0,34.8,19,91,84,7.0,279,0.557356,Subur
1564,2026-05-15 13:27:10,100.0,34.8,19,91,84,7.0,279,0.557356,Subur
1565,2026-05-15 13:27:17,100.0,34.7,19,91,84,7.0,279,0.557356,Subur
1566,2026-05-15 13:27:23,100.0,34.7,19,91,84,7.0,279,0.557356,Subur
1567,2026-05-15 13:27:29,100.0,34.7,19,91,84,7.0,279,0.557356,Subur
1568,2026-05-15 13:27:35,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1569,2026-05-15 13:27:41,100.0,34.7,19,90,82,7.0,276,0.557356,Subur
1570,2026-05-15 13:27:47,100.0,34.7,19,90,83,7.0,277,0.557356,Subur
1571,2026-05-15 13:27:53,100.0,34.7,19,90,83,7.0,277,0.557356,Subur
1572,2026-05-15 13:28:00,100.0,34.7,19,90,83,7.0,277,0.557356,Subur
1573,2026-05-15 13:28:06,100.0,34.7,19,90,83,7.0,277,0.557356,Subur
1574,2026-05-15 13:28:12,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1575,2026-05-15 13:28:19,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1576,2026-05-15 13:28:25,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1577,2026-05-15 13:28:31,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1578,2026-05-15 13:28:37,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1579,2026-05-15 13:28:43,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1580,2026-05-15 13:28:50,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1581,2026-05-15 13:28:55,100.0,34.7,19,91,83,7.0,278,0.557356,Subur
1586,2026-05-15 13:29:30,100.0,31.1,29,114,107,6.6,326,0.574015,Subur
1587,2026-05-15 13:29:36,100.0,34.7,28,112,105,6.9,322,0.563734,Subur
1588,2026-05-15 13:29:42,100.0,35.6,28,113,105,6.9,323,0.563734,Subur
1589,2026-05-15 13:29:48,100.0,35.9,29,113,106,6.9,324,0.564075,Subur
1590,2026-05-15 13:29:54,100.0,36.0,29,113,106,6.9,324,0.564075,Subur
1591,2026-05-15 13:30:00,100.0,36.0,29,113,106,6.9,325,0.564075,Subur
1592,2026-05-15 13:30:07,100.0,36.0,29,113,106,6.9,325,0.564075,Subur
1593,2026-05-15 13:30:13,100.0,36.0,29,113,106,6.9,325,0.564075,Subur
1594,2026-05-15 13:30:19,100.0,36.0,29,114,107,6.9,326,0.564075,Subur
1595,2026-05-15 13:30:26,100.0,36.0,29,114,107,7.0,326,0.560761,Subur
1596,2026-05-15 13:30:32,100.0,36.0,29,114,107,7.0,326,0.560761,Subur
1597,2026-05-15 13:30:38,100.0,36.0,29,114,107,7.0,327,0.560761,Subur
1598,2026-05-15 13:30:44,100.0,36.0,29,114,107,7.1,327,0.557447,Subur
1599,2026-05-15 13:30:51,100.0,36.1,29,114,107,7.1,327,0.557447,Subur
1600,2026-05-15 13:30:57,100.0,36.0,29,114,107,7.1,327,0.557447,Subur
1601,2026-05-15 13:31:03,100.0,36.0,29,114,107,7.1,327,0.557447,Subur
1602,2026-05-15 13:31:09,100.0,36.0,30,115,108,7.1,328,0.557788,Subur
1603,2026-05-15 13:31:15,100.0,36.1,30,115,108,7.1,328,0.557788,Subur
1604,2026-05-15 13:31:21,100.0,36.1,30,115,108,7.1,328,0.557788,Subur
1605,2026-05-15 13:31:27,100.0,36.0,30,115,108,7.1,328,0.557788,Subur
1606,2026-05-15 13:31:33,100.0,36.0,30,115,108,7.1,328,0.557788,Subur
1607,2026-05-15 13:31:40,100.0,36.0,30,115,108,7.1,328,0.557788,Subur
1608,2026-05-15 13:31:45,100.0,36.0,30,115,108,7.1,328,0.557788,Subur
1609,2026-05-15 13:31:51,100.0,36.0,30,115,108,7.1,328,0.557788,Subur
1610,2026-05-15 13:31:58,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1611,2026-05-15 13:32:04,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1612,2026-05-15 13:32:10,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1613,2026-05-15 13:32:16,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1614,2026-05-15 13:32:23,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1615,2026-05-15 13:32:29,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1616,2026-05-15 13:32:35,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1617,2026-05-15 13:32:41,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1618,2026-05-15 13:32:48,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1619,2026-05-15 13:32:54,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1620,2026-05-15 13:33:00,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1621,2026-05-15 13:33:06,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1622,2026-05-15 13:33:12,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1623,2026-05-15 13:33:18,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1624,2026-05-15 13:33:24,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1625,2026-05-15 13:33:30,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1626,2026-05-15 13:33:36,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1627,2026-05-15 13:33:42,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1628,2026-05-15 13:33:48,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1629,2026-05-15 13:33:55,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1630,2026-05-15 13:34:01,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1631,2026-05-15 13:34:07,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1632,2026-05-15 13:34:14,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1633,2026-05-15 13:34:20,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1634,2026-05-15 13:34:26,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1635,2026-05-15 13:34:32,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1636,2026-05-15 13:34:39,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1637,2026-05-15 13:34:45,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1638,2026-05-15 13:34:51,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1639,2026-05-15 13:34:57,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1640,2026-05-15 13:35:03,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1641,2026-05-15 13:35:10,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1642,2026-05-15 13:35:16,100.0,36.0,30,115,108,7.1,329,0.557788,Subur
1643,2026-05-15 13:35:22,100.0,35.9,30,115,108,7.1,329,0.557788,Subur
1644,2026-05-15 13:35:28,100.0,36.0,30,116,109,7.1,330,0.557788,Subur
1645,2026-05-15 13:35:34,100.0,35.9,30,116,109,7.1,330,0.557788,Subur
1646,2026-05-15 13:35:41,100.0,36.0,30,116,109,7.1,330,0.557788,Subur
1647,2026-05-15 13:35:47,100.0,35.9,30,116,109,7.1,330,0.557788,Subur
1648,2026-05-15 13:35:53,100.0,35.9,30,116,109,7.1,330,0.557788,Subur
1649,2026-05-15 13:36:00,100.0,35.9,30,116,109,7.1,330,0.557788,Subur
1654,2026-05-15 13:36:32,100.0,31.6,45,151,144,6.9,403,0.569523,Subur
1655,2026-05-15 13:36:38,100.0,33.6,45,152,145,6.9,404,0.569523,Subur
1656,2026-05-15 13:36:44,100.0,34.1,46,152,145,6.9,405,0.569863,Subur
1657,2026-05-15 13:36:50,100.0,34.3,46,153,146,6.9,406,0.569863,Subur
1658,2026-05-15 13:36:56,100.0,34.3,46,154,147,6.9,408,0.569863,Subur
1659,2026-05-15 13:37:02,100.0,34.4,46,154,147,6.9,408,0.569863,Subur
1660,2026-05-15 13:37:09,100.0,34.4,46,154,147,6.9,409,0.569863,Subur
1661,2026-05-15 13:37:14,100.0,34.4,46,154,147,6.9,408,0.569863,Subur
1662,2026-05-15 13:37:20,100.0,34.4,46,154,147,6.9,409,0.569863,Subur
1663,2026-05-15 13:37:26,100.0,34.4,46,154,147,6.9,409,0.569863,Subur
1664,2026-05-15 13:37:32,100.0,34.4,46,154,147,6.9,409,0.569863,Subur
1665,2026-05-15 13:37:38,100.0,34.4,46,154,147,6.9,409,0.569863,Subur
1666,2026-05-15 13:37:44,100.0,34.4,46,154,147,6.9,409,0.569863,Subur
1667,2026-05-15 13:37:51,100.0,34.4,47,154,148,7.0,410,0.56689,Subur
1668,2026-05-15 13:37:56,100.0,34.5,47,154,148,7.0,410,0.56689,Subur
1669,2026-05-15 13:38:03,100.0,34.5,47,154,148,7.0,410,0.56689,Subur
1670,2026-05-15 13:38:09,100.0,34.4,47,154,148,7.0,410,0.56689,Subur
1671,2026-05-15 13:38:15,100.0,34.4,47,154,148,7.0,410,0.56689,Subur
1672,2026-05-15 13:38:21,100.0,34.4,47,154,148,7.0,410,0.56689,Subur
1673,2026-05-15 13:38:27,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1674,2026-05-15 13:38:33,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1675,2026-05-15 13:38:39,100.0,34.4,47,155,148,7.0,411,0.56689,Subur
1676,2026-05-15 13:38:45,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1677,2026-05-15 13:38:51,100.0,34.4,47,155,148,7.0,411,0.56689,Subur
1678,2026-05-15 13:38:57,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1679,2026-05-15 13:39:03,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1680,2026-05-15 13:39:10,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1681,2026-05-15 13:39:16,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1682,2026-05-15 13:39:22,100.0,34.5,47,155,148,7.0,411,0.56689,Subur
1683,2026-05-15 13:39:28,100.0,34.4,47,155,148,7.0,411,0.56689,Subur
1684,2026-05-15 13:39:34,100.0,34.4,47,155,148,7.0,411,0.56689,Subur
1685,2026-05-15 13:39:41,100.0,34.4,47,155,148,7.0,411,0.56689,Subur
1686,2026-05-15 13:39:47,100.0,34.5,47,155,149,7.0,412,0.56689,Subur
1687,2026-05-15 13:39:53,100.0,34.4,47,155,148,7.0,411,0.56689,Subur
1688,2026-05-15 13:39:59,100.0,34.4,47,155,148,7.0,411,0.56689,Subur
1689,2026-05-15 13:40:05,100.0,34.4,47,155,149,7.0,412,0.56689,Subur
1690,2026-05-15 13:40:11,100.0,34.4,47,155,149,7.0,412,0.56689,Subur
1691,2026-05-15 13:40:17,100.0,34.4,47,155,149,7.0,412,0.56689,Subur
1692,2026-05-15 13:40:23,100.0,34.4,47,155,149,7.0,412,0.56689,Subur
1693,2026-05-15 13:40:29,100.0,34.4,47,155,149,7.0,412,0.56689,Subur
1694,2026-05-15 13:40:35,100.0,34.4,47,155,149,7.0,412,0.56689,Subur
1695,2026-05-15 13:40:41,100.0,34.4,47,155,149,7.0,412,0.56689,Subur
1696,2026-05-15 13:40:47,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1697,2026-05-15 13:40:53,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1698,2026-05-15 13:40:59,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1699,2026-05-15 13:41:05,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1700,2026-05-15 13:41:12,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1701,2026-05-15 13:41:18,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1702,2026-05-15 13:41:24,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1703,2026-05-15 13:41:30,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1704,2026-05-15 13:41:36,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1705,2026-05-15 13:41:42,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1706,2026-05-15 13:41:48,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1707,2026-05-15 13:41:54,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1708,2026-05-15 13:42:00,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1709,2026-05-15 13:42:06,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1710,2026-05-15 13:42:12,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1711,2026-05-15 13:42:19,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1712,2026-05-15 13:42:25,100.0,34.4,47,156,149,7.0,413,0.56689,Subur
1717,2026-05-15 13:42:56,100.0,29.9,19,91,83,6.8,278,0.563983,Subur
1718,2026-05-15 13:43:02,100.0,31.5,20,93,86,6.8,283,0.564324,Subur
1719,2026-05-15 13:43:09,100.0,32.0,21,95,87,6.8,286,0.564664,Subur
1720,2026-05-15 13:43:15,100.0,32.2,21,96,88,6.8,288,0.564664,Subur
1721,2026-05-15 13:43:21,100.0,32.2,22,97,89,6.8,290,0.565005,Subur
1722,2026-05-15 13:43:27,100.0,32.3,22,97,90,6.8,291,0.565005,Subur
1723,2026-05-15 13:43:33,100.0,32.3,22,98,90,6.8,292,0.565005,Subur
1724,2026-05-15 13:43:39,100.0,32.3,22,98,91,6.8,293,0.565005,Subur
1725,2026-05-15 13:43:45,100.0,32.3,22,99,91,6.8,294,0.565005,Subur
1726,2026-05-15 13:43:51,100.0,32.3,23,99,92,6.8,295,0.565345,Subur
1727,2026-05-15 13:43:57,100.0,32.4,23,99,92,6.8,295,0.565345,Subur
1728,2026-05-15 13:44:03,100.0,32.4,23,99,92,6.8,296,0.565345,Subur
1729,2026-05-15 13:44:09,100.0,32.4,23,99,92,6.8,296,0.565345,Subur
1730,2026-05-15 13:44:15,100.0,32.4,23,100,93,6.8,297,0.565345,Subur
1731,2026-05-15 13:44:21,100.0,32.4,23,100,93,6.8,297,0.565345,Subur
1732,2026-05-15 13:44:28,100.0,32.4,23,100,93,6.8,297,0.565345,Subur
1733,2026-05-15 13:44:34,100.0,32.4,23,100,93,6.8,297,0.565345,Subur
1734,2026-05-15 13:44:40,100.0,32.3,23,100,93,6.8,297,0.565345,Subur
1735,2026-05-15 13:44:46,100.0,32.4,23,100,93,6.8,297,0.565345,Subur
1736,2026-05-15 13:44:53,100.0,32.4,23,100,93,6.8,297,0.565345,Subur
1737,2026-05-15 13:44:59,100.0,32.3,23,100,93,6.8,297,0.565345,Subur
1738,2026-05-15 13:45:07,100.0,32.3,23,100,93,6.8,297,0.565345,Subur
1739,2026-05-15 13:45:13,100.0,32.3,23,100,93,6.8,297,0.565345,Subur
1740,2026-05-15 13:45:19,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1741,2026-05-15 13:45:25,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1742,2026-05-15 13:45:32,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1743,2026-05-15 13:45:38,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1744,2026-05-15 13:45:44,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1745,2026-05-15 13:45:50,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1746,2026-05-15 13:45:57,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1747,2026-05-15 13:46:03,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1748,2026-05-15 13:46:09,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1749,2026-05-15 13:46:15,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1750,2026-05-15 13:46:21,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1751,2026-05-15 13:46:27,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1752,2026-05-15 13:46:33,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1753,2026-05-15 13:46:40,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1754,2026-05-15 13:46:46,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1755,2026-05-15 13:46:52,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1756,2026-05-15 13:46:58,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1757,2026-05-15 13:47:04,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1758,2026-05-15 13:47:10,100.0,32.3,23,99,92,6.7,296,0.568659,Subur
1759,2026-05-15 13:47:16,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1760,2026-05-15 13:47:23,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1761,2026-05-15 13:47:29,100.0,32.3,23,99,92,6.7,296,0.568659,Subur
1762,2026-05-15 13:47:35,100.0,32.3,23,99,92,6.7,296,0.568659,Subur
1763,2026-05-15 13:47:41,100.0,32.3,23,100,93,6.7,297,0.568659,Subur
1764,2026-05-15 13:47:47,100.0,32.3,23,99,92,6.7,296,0.568659,Subur
1765,2026-05-15 13:47:53,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1766,2026-05-15 13:47:59,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1767,2026-05-15 13:48:05,100.0,32.3,23,99,92,6.7,296,0.568659,Subur
1768,2026-05-15 13:48:12,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1769,2026-05-15 13:48:18,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1770,2026-05-15 13:48:24,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1771,2026-05-15 13:48:31,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1772,2026-05-15 13:48:37,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1773,2026-05-15 13:48:43,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1774,2026-05-15 13:48:49,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1775,2026-05-15 13:48:55,100.0,32.2,23,99,92,6.7,296,0.568659,Subur
1776,2026-05-15 13:49:01,100.0,32.2,23,99,92,6.7,295,0.568659,Subur
1777,2026-05-15 13:49:07,100.0,32.2,23,99,92,6.7,295,0.568659,Subur
1778,2026-05-15 13:49:13,100.0,32.2,23,99,92,6.7,295,0.568659,Subur
1779,2026-05-15 13:54:33,94.4,28.2,272,676,673,6.8,1491,0.650134,Sangat Subur
1780,2026-05-15 13:54:39,94.4,28.4,272,674,672,6.5,1488,0.660075,Sangat Subur
1781,2026-05-15 13:54:44,94.1,28.6,271,673,670,6.3,1485,0.666361,Sangat Subur
1782,2026-05-15 13:54:49,93.9,28.6,271,672,669,6.2,1483,0.669675,Sangat Subur
1783,2026-05-15 13:54:53,93.9,28.6,271,672,669,6.1,1483,0.672989,Sangat Subur
1784,2026-05-15 13:54:58,93.9,28.7,270,671,668,6.0,1480,0.675962,Sangat Subur
1785,2026-05-15 13:55:08,93.9,28.7,269,668,665,6.0,1474,0.675621,Sangat Subur
1786,2026-05-15 13:55:13,93.9,28.7,269,668,665,5.9,1474,0.678935,Sangat Subur
1787,2026-05-15 13:55:18,93.9,28.7,269,668,665,5.9,1474,0.678935,Sangat Subur
1788,2026-05-15 13:55:23,93.9,28.7,268,666,663,5.9,1471,0.678594,Sangat Subur
1789,2026-05-15 13:55:28,93.9,28.7,268,666,663,5.9,1471,0.678594,Sangat Subur
1790,2026-05-15 13:55:33,93.9,28.7,268,666,663,5.9,1471,0.678594,Sangat Subur
1791,2026-05-15 13:55:38,93.9,28.7,268,665,663,5.9,1469,0.678594,Sangat Subur
1792,2026-05-15 13:55:42,93.9,28.7,267,664,661,5.9,1466,0.678254,Sangat Subur
1793,2026-05-15 13:55:47,93.9,28.7,268,665,663,5.9,1469,0.678594,Sangat Subur
1794,2026-05-15 13:55:52,93.9,28.8,266,662,660,5.9,1463,0.677913,Sangat Subur
1795,2026-05-15 13:55:57,93.9,28.8,267,664,661,5.9,1466,0.678254,Sangat Subur
1796,2026-05-15 13:56:01,93.9,28.8,266,662,660,5.9,1463,0.677913,Sangat Subur
1797,2026-05-15 13:56:06,93.9,28.8,266,662,660,5.9,1463,0.677913,Sangat Subur
1798,2026-05-15 13:56:11,93.9,28.8,267,664,661,5.9,1466,0.678254,Sangat Subur
1799,2026-05-15 13:56:16,93.8,28.8,266,662,660,5.9,1463,0.677913,Sangat Subur
1800,2026-05-15 13:56:21,93.9,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1801,2026-05-15 13:56:26,93.9,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1802,2026-05-15 13:56:31,93.9,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1803,2026-05-15 13:56:35,93.8,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1804,2026-05-15 13:56:40,93.9,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1805,2026-05-15 13:56:45,93.8,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1806,2026-05-15 13:56:50,93.9,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1807,2026-05-15 13:56:55,93.9,28.8,265,659,657,5.8,1457,0.680886,Sangat Subur
1808,2026-05-15 13:57:00,93.8,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1809,2026-05-15 13:57:05,93.6,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
1810,2026-05-15 13:57:09,93.8,28.8,265,659,657,5.8,1457,0.680886,Sangat Subur
1811,2026-05-15 13:57:14,93.8,28.8,266,661,658,5.8,1460,0.681227,Sangat Subur
